Date,Rainfall,Sunshine,Humidity,Temp_mean,Temp_max,Temp_min,Year,Month
2023-01-15,0.0,8.408924074074074,77.33333333333333,20.400000000000002,26.6,15.2,2023,1
2023-01-16,0.0,9.855973148148147,71.0,19.599999999999998,26.3,13.9,2023,1
2023-01-17,0.0,9.94769074074074,70.66666666666667,18.433333333333334,25.9,12.4,2023,1
2023-01-18,0.0,9.941141666666667,73.0,18.466666666666665,25.8,12.2,2023,1
2023-01-19,0.0,9.96432962962963,66.66666666666667,17.599999999999998,25.7,10.9,2023,1
2023-01-20,0.0,9.965800925925926,68.33333333333333,17.833333333333332,27.0,10.6,2023,1
2023-01-21,0.0,9.97464074074074,67.33333333333333,18.966666666666665,28.3,11.2,2023,1
2023-01-22,0.0,9.829340740740742,69.33333333333333,20.166666666666668,29.2,12.9,2023,1
2023-01-23,0.0,9.654872222222222,73.66666666666667,20.766666666666666,28.8,13.9,2023,1
2023-01-24,0.0,9.702537037037038,72.0,21.566666666666666,30.2,15.2,2023,1
2023-01-25,0.0,10.015888888888888,72.33333333333333,21.766666666666666,30.7,15.4,2023,1
2023-01-26,0.0,9.817037962962962,76.0,22.46666666666667,30.1,16.1,2023,1
2023-01-27,0.0,9.374009259259259,75.33333333333333,22.433333333333334,30.5,16.6,2023,1
2023-01-28,0.0,10.040731481481481,74.33333333333333,22.099999999999998,30.5,15.9,2023,1
2023-01-29,0.0,10.076899074074072,73.66666666666667,20.933333333333334,29.8,14.8,2023,1
2023-01-30,0.0,9.43967962962963,75.66666666666667,20.7,30.2,14.3,2023,1
2023-01-31,0.0,9.355099074074074,76.0,22.066666666666666,30.4,14.6,2023,1
2023-02-01,0.0,6.942535185185185,74.66666666666667,22.2,30.8,15.4,2023,2
2023-02-02,0.0,10.166462962962962,66.0,20.333333333333332,30.5,13.4,2023,2
2023-02-03,0.0,10.170177777777779,72.33333333333333,19.833333333333332,28.7,13.1,2023,2
2023-02-04,0.0,10.192002777777779,73.0,20.066666666666666,28.2,13.5,2023,2
2023-02-05,0.0,9.48978611111111,74.66666666666667,20.0,28.3,13.6,2023,2
2023-02-06,0.0,9.770375925925926,72.33333333333333,20.400000000000002,29.0,13.7,2023,2
2023-02-07,0.0,9.935605555555556,76.66666666666667,21.766666666666666,29.1,14.6,2023,2
2023-02-08,0.0,9.885594444444445,76.66666666666667,22.566666666666666,30.3,16.8,2023,2
2023-02-09,0.0,9.47891388888889,79.33333333333333,22.8,29.7,16.5,2023,2
2023-02-10,0.0,9.806496296296295,73.0,22.133333333333336,29.4,15.7,2023,2
2023-02-11,0.0,10.002774074074074,70.66666666666667,23.0,31.2,15.7,2023,2
2023-02-12,0.0,9.745781481481481,76.0,23.7,30.2,17.5,2023,2
2023-02-13,0.0,10.371560185185185,52.0,21.633333333333336,29.5,14.1,2023,2
2023-02-14,0.0,10.448925000000001,59.0,20.5,28.4,13.6,2023,2
2023-02-15,0.0,10.41127037037037,65.33333333333333,20.5,28.2,13.2,2023,2
2023-02-16,0.0,10.174262962962963,69.0,21.333333333333332,29.1,13.8,2023,2
2023-02-17,0.0,10.145306481481482,69.33333333333333,22.766666666666666,30.3,15.4,2023,2
2023-02-18,0.0,9.971904629629629,71.66666666666667,23.46666666666667,31.7,16.3,2023,2
2023-02-19,0.0,9.881937962962963,77.33333333333333,23.7,30.5,17.0,2023,2
